english,current_telugu
pushpagiri eye institute (a division of pushpagiri vitreo retina institute),పుష్పగిరి ఐ ఇన్స్టిట్యూట్ (పుష్పగిరి విట్రీ రెటినా ఇన్స్టిట్యూట్ యొక్క ఒక విభాగం)
pushpagiri vitreo retina institute,పుష్పగిరి విట్రీ రెటినా ఇన్స్టిట్యూట్
pushpanjali hospital,పుష్జలి ఆసుపత్రి
pushpanjali medical centre,పుష్జలి మెడికల్ సెంటర్
pushpanjali vikas marg,పుష్పగుచ్ఛము అభివృద్ధి మార్గం
"pushpawati singhania research institute for liver, renal & digestive diseases","కాలేయం, మూత్రపిండ మరియు జీర్ణ వ్యాధుల కోసం పుష్పవతి సింఘానియా రీసెర్చ్ ఇన్స్టిట్యూట్"
puthiyara,పుతియారా
putlighar,పొచ్చు
puttenahalli,పుట్టెనహల్లి
pvs hospital,పివిఎస్ ఆసుపత్రి
pycrofts garden road,పైక్రాఫ్ట్స్ గార్డెన్ రోడ్
q1 hospitals (a unit of q1 bone & joint hospital),Q1 ఆస్పత్రులు (Q1 ఎముక & ఉమ్మడి హాస్పిటల్)
qoculoplasty services,అక్యులోప్లాస్టి సేవలు
qrg central hospital & research centre,QRG సెంట్రల్ హాస్పిటల్ & ప్రయోగశాల కేంద్రం
qrg medicare ltd.,Qrg మెడికేర్ లిమిటెడ్
queens nri hospital,క్వీన్స్ ఎన్ఆర్ఐ ఆసుపత్రి
qutab institutional area,కుతాబ్ సంస్థాగత ప్రాంతం
r k hospital (a unit of gajuwaka hospital pvt. ltd.),ఆర్ K హాస్పిటల్ (గజూవకా హాస్పిటల్ ప్రెవేట్ యొక్క ఒక యూనిట్ Ltd.
r. a. puram,R. A. పురం
rabindranath tagore international institute of cardiac sciences,రవీంద్రనాథ్ ఠాగూర్ ఇంటర్నేషనల్ ఇన్స్టిట్యూట్ ఆఫ్ కార్డియాక్ సైన్సెస్
"race course circle ( west), opposite to inox multiplex, vadodara - 390007, gujarat","రేస్ కోర్సు సర్కిల్ (వెస్ట్), ఐనాక్స్ మల్టీప్లెక్స్‌కు ఎదురుగా, వడోదర - 390007, గుజరాత్"
race course circle (west),రేస్ కోర్సు సర్కిల్ (వెస్ట్)
radhakishan hospital,రాధానిషన్ హాస్పిటల్
radiation oncology,రేడియేషన్ ఆంకాలజీ
"radiation physics rehabilitation (occupational therapy, physiotherapy, speech & language therapy)","రేడియేషన్ ఫిజిక్స్ పునరావాసం (ఆక్యుపేషనల్ థెరపీ, ఫిజియోథెరపీ, స్పీచ్ & లాంగ్వేజ్ థెరపీ) "
radio frequency ablation,రేడియో పౌనఃపున్య నిర్బంధం
radio iodine therapy,రేడియో అయోడిన్ చికిత్స
radiolog,రేడియాలజీ విభాగము
radiology,రేడియాలజీ విభాగము
radiology  (interventional),రేడియాలజీ (ఇంటర్వెన్షనల్)
radiology ( interventional),రేడియాలజీ (ఇంటర్వెన్షనల్) విభాగము
"radiology ( x-ray, usg)","రేడియాలజీ (X- రే, USG) "
radiology (interventional),రేడియాలజీ (ఇంటర్వెన్షనల్) విభాగము
radiology - interventional,రేడియాలజీ - ఇంటర్వెన్షనల్
radiology including interventional,రేడియాలజీ ఇంటర్వెన్షనల్ సహా
radiology including interventional radiology,రేడియాలజీ ఇంటర్వెన్షనల్ రేడియాలజీతో సహా
radiology including neuroradiology,న్యూరోరాడియాలజీతో సహా రేడియాలజీ విభాగము
radiology respiratory medicine including interventional respiratory medicine,రేడియాలజీ శ్వాస సంబంధిత వైద్యము  ఇంటర్వెన్షనల్ శ్వాస సంబంధిత వైద్యము తో  సహా
radiotherapy,రేడియోథెరపీ విభాగము
radius joint surgery hospital,వ్యాసార్థ జాయింట్ సర్జరీ హాస్పిటల్
raffles hospital,రాఫెల్స్ ఆసుపత్రి
ragavendra nagar,రాగ్వంద్ర నగర్
raghudeep eye hospital,రఘువిప్ ఐ ఆస్పత్రి
railway road,రైల్వే రోడ్
railway station road,రైల్వే స్టేషన్ రోడ్
"railway station road, padampura, aurangabad  431005, maharashtra","రైల్వే స్టేషన్ రోడ్, పాడంపుర్, ఔరంగాబాద్ 431005, మహారాష్ట్ర "
"rainbow children's hospital and birthright by rainbow (a unit of rainbow medicare pvt. ltd.), marthalli","రెయిన్బో చిల్డ్రన్స్ హాస్పిటల్ మరియు జన్మహక్కు రెయిన్బో (రెయిన్బో మెడికేర్ ప్రైవేట్ లిమిటెడ్ యూనిట్), మరాఠాహల్లి "
rainbow children's medicare pvt ltd,రెయిన్బో చిల్డ్రన్స్ మెడికేర్ ప్రైవేట్ లిమిటెడ్
rainbow children's medicare pvt. ltd.,రెయిన్బో చిల్డ్రన్స్ మెడికేర్ ప్రైవేట్ లిమిటెడ్
rainbow hospital,రెయిన్బో హాస్పిటల్
rainbow hospital for women and children,మహిళలు మరియు పిల్లలకు రెయిన్బో ఆసుపత్రి
rainbow institute of medical sciences pvt. ltd.,రెయిన్బో ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్ ప్రైవేట్ లిమిటెడ్
raipur,రాయపూర్
raj garden,రాజ్ గార్డెన్
raja annamalaipuram,రాజా అణ్ణామలైపుర
raja bazar,రాజా మార్కెట్
raja diagnostic centre and hospital,రాజా డయాగ్నొస్టిక్ సెంటర్ మరియు ఆసుపత్రి
"raja ram kohli marg, geeta colony, delhi  110031","రాజా రామ్ కోహ్లీ మార్గ్, గీతా కాలనీ, ఢిల్లీ  110031"
rajagiri hospital,రాజగిరి ఆసుపత్రి
rajahmundry,రాజమండ్రి
rajaji nagar,రాజాజీ నగర్
rajajinagar,రాజాజినగర్
rajan eye heart and laser centre,రాజన్ ఐ హార్ట్ అండ్ లేజర్ సెంటర్
rajarajeshwari medical college & hospital,రాజరాజేశ్వరి మెడికల్ కాలేజ్ & హాస్పిటల్
rajarhat,రాజర్హాట్
"rajarshi chatrapati shri shahu maharaj marg, 100 ft. road, vishrambag, sangli-416415, maharashtra","రాజార్షి చాట్రపతి శ్రీ షాహు మరాజ్ మార్గ్, 100 అడుగులు. రోడ్, విశాబాగ్, సంగ్లి -416415, మహారాష్ట్ర "
rajasthan,రాజస్థాన్
rajasthan medical centre,రాజస్థాన్ మెడికల్ సెంటర్
"rajasthan medical centre, kanchi chowk, chandigarh road, tohana, fatehabad  125120, haryana","రాజస్థాన్ మెడికల్ సెంటర్, సిజర్ చౌక్, చండీగఢ్ రోడ్, అహాన, ఫతేహాబాద్ 125120, హర్యానా "
rajdeep hospital,రాజ్దీప్ హాస్పిటల్
rajendra place,రాజేంద్ర స్థలం
rajesh pilot chowk,రాజేష్ పైలట్ చౌక్
rajgarh road,రాజ్గర్ రోడ్
rajiv gandhi cancer institute & research centre,రాజీవ్ గాంధీ క్యాన్సర్ ఇన్స్టిట్యూట్ & పరిశోధనా కేంద్రం
rajiv nagar,రాజీవ్ నగర్
rajkot,రాజ్‌కోట్
rajouri garden,రాజౌరి గార్డెన్
rajpur road,రాజ్పూర్  రోడ్
rajpura road,రాజ్ పూర్ రోడ్
rajshekar multi speciality hospital,రాజ్శర్ మల్టీ స్పెషాలిటీ హాస్పిటల్
rama mandi,రామ మండి
ramadevi,రమాదేవి
ramanathapuram,రామనాథపురం
ramapuram,రామపురం
"ramapuram (village), mellachervu (mandal) , suryapet  508246, telangana","రామపురం (గ్రామం), మేళ్లచెరువు(మండలం), సూర్యపేట 508246, తెలంగాణ"
ramdaspeth,రాందాస్పేత్
ramkrishna care hospital,రామకృష్ణ సంరక్షణ ఆసుపత్రి
ramnagar,రాంనగర్
rampurhat,రాంపూర్హట్
ranchi,రాంచీ
rander road,రాండర్ రోడ్
randhawa hospital,రందవ ఆసుపత్రి
rangadore memorial hospital,రంగడోర్ మెమోరియల్ ఆసుపత్రి
rani bagh,క్వీన్ టైగర్
rani ka bagh,క్వీన్స్ గార్డెన్
ranipet,రాణిపుట్
ranjit avenue,రంజిత్ అవెన్యూ
rao nursing home,రావు నర్సింగ్ హోమ్
rapid arc/ stereotactic radiotherapy,వేగవంతమైన ఆర్క్ / స్టీరియోటాక్టిక్ రేడియోథెరపీ
rattan singh chowk,రట్టన్ సింగ్ చౌక్
ravinagar square,రావిన్గర్ స్క్వేర్
rawdon street,రాడాన్ విధి
reconstructive,పునర్నిర్మాణం
"red road, jyoti nagar, kurukshetra  136118, haryana","రెడ్ రోడ్, జ్యోతి నగర్, కురుక్షేత్ర 136118, హర్యానా "
refraction,వక్రీభవనం
refraction services,వక్రీభవన సేవలు
refractive (lasik) surgery,రిఫ్రాక్టివ్ (లాసిక్) శస్త్రచికిత్స
refractive care,రిఫ్రాక్టివ్ కేర్
refractive error corrective procedure,రిఫ్రాక్టివ్ లోపం దిద్దుబాటు ప్రక్రియ
refractive error evaluation & correction,రిఫ్రాక్టివ్ లోపం మూల్యాంకనం & దిద్దుబాటు
refractive lens exchange,రిఫ్రాక్టివ్ లెన్స్ ఎక్స్చేంజ్
refractive procedures,రిఫ్రాక్టివ్ విధానాలు
refractive services,వక్రీభవన సేవలు
"refractive services ( including lasik, femtosecond lasik, smile, icl and lri)","రిఫ్రాక్టివ్ సేవలు (లాసిక్, ఫెమ్టోసెకండ్ లాసిక్ సహా, ICL మరియు LRRI) "
refractive services (icl implantation),రిఫ్రాక్టివ్ సర్వీసెస్ (ICL ఇంప్లాంటేషన్)
"refractive services (icl, and lri)","రిఫ్రాక్టివ్ సర్వీసెస్ (ICL, మరియు LRRI) "
refractive services (including lasik and icl),రిఫ్రాక్టివ్ సర్వీసెస్ (లాసిక్ మరియు ICL తో సహా)
refractive services (including lasik),రిఫ్రాక్టివ్ సర్వీసెస్ (లాసిక్ తో సహా)
"refractive services (including lasik, femtosecond lasik, icl, and lri)","రిఫ్రాక్టివ్ సేవలు (లాసిక్, ఫెమ్టోసెకండ్ లాసిక్ సహా, ICL మరియు LRRI) "
"refractive services (including lasik, femtosecond lasik, lasik extra & icl)","రిఫ్రాక్టివ్ సర్వీసెస్ (లాసిక్, ఫెమ్టోసెకండ్ లాసిక్, లాసిక్ అదనపు & ICL తో సహా) "
"refractive services (including lasik, femtosecond lasik, smile, icl and lri)","రిఫ్రాక్టివ్ సేవలు (లాసిక్, ఫెమ్టోసెకండ్ లాసిక్ సహా, ICL మరియు LRRI) "
"refractive services (including lasik, femtosecond lasik, smile, icl, and lri)","రిఫ్రాక్టివ్ సేవలు (లాసిక్, ఫెమ్టోసెకండ్ లాసిక్ సహా, ICL మరియు LRRI) "
"refractive services (including lasik, femtosecond lasik, smile,icl)","రిఫ్రాక్టివ్ సర్వీసెస్ (లాసిక్, ఫెమ్టోసెకండ్ లాసిక్, స్మైల్ , ICL ) "
"refractive services (including lasik, icl, and lri)","రిఫ్రాక్టివ్ సర్వీసెస్ (లాసిక్, ICL మరియు LRRI సహా) "
refractive services (medical),డెఫ్రాక్టివ్ సర్వీసెస్ (మెడికల్)
refractive services including icl,ICL సహా రిఫ్రాక్టివ్ సేవలు
"refractive services including lasic, icl, lri","లాసిక్, ICL, LRI సహా రిఫ్రాక్టివ్ సేవలు "
refractive services including lasik,లాసిక్ సహా రిఫ్రాక్టివ్ సేవలు
"refractive surgeries, lasik, epilasik, prk and icl","రిఫ్రాక్టివ్ శస్త్రచికిత్సలు, లాస్క్, ఎపిసిక్, PRK మరియు ICL "
refractive surgery,రిఫ్రాక్టివ్ సర్జరీ
"refractive surgery ( lasik, prk, smile)","రిఫ్రాక్టివ్ సర్జరీ (లాసిక్, PRK, స్మైల్) "
refractive surgery (including icl),రిఫ్రాక్టివ్ సర్జరీ (ICL తో సహా)
refractive surgery (lasik),రిఫ్రాక్టివ్ సర్జరీ (లాసిక్)
refractive surgery (removal of glasses contact lenses),రిఫ్రాక్టివ్ సర్జరీ (అద్దాలు సంప్రదింపు లెన్సులు తొలగింపు)
regency hospital ltd,రీజెన్సీ హాస్పిటల్ లిమిటెడ్
regency renal sciences centre,రీజెన్సీ మూత్రపిండ శాస్త్రాల కేంద్రం
regional cancer centre,ప్రాంతీయ క్యాన్సర్ కేంద్రం
rehabiliation (physiotherapy),పునరావాసం (ఫిజియోథెరపీ)
rehabilitation,పునరావాసం
"rehabilitation ( occupational therapy, physiotherapy, speech and language therapy)","పునరావాసం (ఆక్యుపేషనల్ థెరపీ, ఫిజియోథెరపీ, స్పీచ్ అండ్ లాంగ్వేజ్ థెరపీ) "
rehabilitation ( physiotherapy),పుననిర్మాణం(ఫిజియోథెరపీ)
"rehabilitation (occupational therapy, physiotherapy speech and language therapy)","పునరావాసం (వృత్తి చికిత్స, ఫిజియోథెరపీ ప్రసంగం మరియు భాషా చికిత్స)"
"rehabilitation (occupational therapy, physiotherapy, speech and language therapy)","పునరావాసం (ఆక్యుపేషనల్ థెరపీ, ఫిజియోథెరపీ, స్పీచ్ అండ్ లాంగ్వేజ్ థెరపీ) "
"rehabilitation (occupational, therapy, physiotherapy, speech and language therapy)","పునరావాసం (వృత్తి, చికిత్స, ఫిజియోథెరపీ, ప్రసంగం మరియు భాషా చికిత్స)"
rehabilitation (physiotherapy and speech therapy),పునరావాసం (ఫిజియోథెరపీ మరియు స్పీచ్ థెరపీ)
rehabilitation (physiotherapy),పునరావాసం (ఫిజియోథెరపీ)
"rehabilitation (physiotherapy, speech and language therapy)","పుననిర్మాణం(ఫిజియోథెరపీ, స్పీచ్ అండ్ లాంగ్వేజ్ థెరపీ)"
"rehabilitation (physiotherapy, speech cytopathology and language therapy)","పునరావాసం (ఫిజియోథెరపీ, స్పీచ్ సైటోపాథాలజీ మరియు లాంగ్వేజ్ థెరపీ)"
rehabilitation (speech and language therapy),పునరావాసం (ప్రసంగం మరియు భాషా చికిత్స)
rehabilitation for low vision,తక్కువ దృష్టికి పునరావాసం
rehabilitation medicine,పునర్నిర్మాణం వైద్యము
rehabilitation service,పునరావాసం సేవ
"rehabilitation(occupational therapy, physiotherapy, speech and language therapy)","పునరావాసం (వృత్తి చికిత్స, ఫిజియోథెరపీ, ప్రసంగం మరియు భాషా చికిత్స) విభాగము "
rehabilitation/physiotherapy,పునరావాసం / ఫిజియోథెరపీ విభాగము
rehabilition,పునరావాసం
rehabitation(physiotherapy),పునరావాసం (ఫిజియోథెరపీ)
"reliance greens, moti khavdi , jamnagar  361140, gujarat","రిలయన్స్ గ్రీన్స్, మోతి ఖవది, జామ్నగర్ 361140, గుజరాత్ "
reliance hospital,రిలయన్స్ హాస్పిటల్
reliance industries,రిలయన్స్ ఇండస్ట్రీస్
reliance industries limited,రిలయన్స్ ఇండస్ట్రీస్ లిమిటెడ్
"reliance industries limited, dahej manufacturing division, at & po-dahej ta-vagra, bharuch -  392130, gujarat","రిలయన్స్ ఇండస్ట్రీస్ లిమిటెడ్, దహేజ్ మాన్యుఫ్యాక్చరింగ్ డివిజన్, అట్ & పో-దహేజ్ టా-వాగ్రా, భరూచ్ - 392130, గుజరాత్"
renal sympathetic denervation,మూత్రపిండ సానుభూతి నిరాకరణ
renal transplant,మూత్రపిండల  మార్పిడి
renal transplant services,మూత్రపిండలా  మార్పిడి సేవలు
renal transplantation,మూత్రపిండ మార్పిడి
renal transplantation services,మూత్రపిండ మార్పిడి సేవలు
replacement,భర్తీ
replacement & sports medicine,భర్తీ & స్పోర్ట్స్ మెడిసిన్
replacement surgery,భర్తీ శస్త్రచికిత్స
reproductive endocrinology & infertility ( ivf),పునరుత్పత్తి ఎండోక్రినాలజీ & వంధ్యత్వం (ఐవిఎఫ్)
reproductive medical unit,పునరుత్పత్తి వైద్య యూనిట్
reproductive medicine,పునరుత్పత్తి వైద్యము
reproductive medicine & ivf,పునరుత్పత్తి వైద్యము&(ఐవిఎఫ్) ivf
reproductive medicine including ivf,IVF తో సహా పునరుత్పత్తి వైద్యము
residency road,రెసిడెన్సీ రోడ్
respiratory mediane,శ్వాసకోశ వైద్యము
respiratory medicine,శ్వాస సంబంధిత
respiratory medicine (including respiratory allergies),శ్వాస సంబంధిత వైద్యము(శ్వాసకోశ అలెర్జీలతో సహా)
respiratory medicine (only opd),శ్వాసకోశ మెడిసిన్ (OPD మాత్రమే)
respiratory medicine (pediatric),పిల్లల శ్వాస సంబంధిత వైద్యము(పీడియాట్రిక్)
respiratory medicine including sleep medicine,స్లీప్ వైద్యముతో  సహా శ్వాసకోశ వైద్యము
respiratory medicine with ebus,EBUS తో శ్వాస సంబంధిత ఔషధం
respiratory therapy,శ్వాస సంబంధిత చికిత్స
respriatory medicine,శ్వాస సంబంధిత ఔషధం
retina,రెటీనా
retina & vitreous,రెటీనా & వ్యాసరణం
retina (medical & surgical),రెటీనా (మెడికల్ & సర్జికల్)
retina care,రెటీనా
retina clinic,రెటీనా క్లినిక్
retina services,రెటీనా సేవలు
retina speciality hospital,రెటీనా స్పెషాలిటీ హాస్పిటల్
retina vitreous centre,రెటినా సంక్షిప్త కేంద్రం
retinal lasers,రెటినల్ లేజర్స్
retinal nerve fibre layer imaging,రెటీనా నరాల ఫైబర్ పొర  ఇమేజింగ్
retinopathy of prematurity (rop),ప్రీ మెటురిటి యొక్క రెటినోప్య  (ROP)
rewari,రేవారీ
rg stone urology & laparoscopy hospital,RG స్టోన్ యూరాలజీ & లాపరోస్కోపీ హాస్పిటల్
rg stone urology and laproscopy hospital,ఆర్జీ స్టోన్ యూరాలజీ మరియు లాప్రోస్కోపీ ఆసుపత్రి
rheumatic,రుమాటిక్
rheumatolody,రుమటత్సబోలీ
rheumatology,రుమటాలజీ (కీళ్ళు మరియు కండరాల చికిత్స) విభాగము
rheumatology (pediatric),రుమటాలజీ (పీడియాట్రిక్)
rheumatology and clinical immunology,రుమటాలజీ మరియు క్లినికల్ ఇమ్యునాలజీ విభాగము
rheumatology including clinical immunology,క్లినికల్ ఇమ్యునాలజీతో సహా రుమటాలజీ విభాగము
rheumatology including pain management,నొప్పి నిర్వహణతో సహా రుమటాలజీ విభాగము
"rheumatology robotic surgery (including gastrointestinal, urology, gynaecology. head & neck, thoracic & cardiac)","రుమటాలజీ రోబోటిక్ శస్త్రచికిత్స (జీర్ణశయాంతర, యూరాలజీ, గైనకాలజీతో సహా. హెడ్ & మెడ, థొరాసిక్ & కార్డియాక్) "
rheumatology surgical gastroenterology,రుమటాలజీ సర్జికల్ గ్యాస్ట్రోఎంటరాలజీ
rhuematology,రుమటాలజీ (కీళ్ళు మరియు కండరాల చికిత్స) విభాగము
rhythm heart institute,రిథమ్ హార్ట్ ఇన్స్టిట్యూట్
ring road,రింగ్ రోడ్
rishi nagar,రిషి నగర్
"rishi nagar, char imli, bhopal  462016, madhya pradesh","రిషి నగర్, నాలుగు చింతపండు, భోపాల్ 462016, మధ్యప్రదేశ్ "
rithala,రితలా
rlkc hospital- metro heart institute,ఆర్‌ఎల్‌కెసి హాస్పిటల్- మెట్రో హార్ట్ ఇన్స్టిట్యూట్
rnst,RNST
"road no. 4, opposite sbi bank, vkia, jaipur  302013, rajasthan","రోడ్ నం 4, ఎస్బిఐ బ్యాంక్, వికి, జైపూర్, జైపూర్ 302013, రాజస్థాన్ "
robotic surgery,రోబోటిక్ శస్త్రచికిత్స విభాగము
rockdale layout,రాక్‌డేల్ లేఅవుట్
"rockland hospital, dwarka","రాక్లాండ్ హాస్పిటల్, ద్వారకా "
"rockland hospital, qutub institutional area","రాక్లాండ్ హాస్పిటల్, కుతాబ్ ఇన్స్టిట్యూషనల్ ఏరియా"
rohini,రోహిణి
rohni,రోహిణి
rohtak,రోహ్తక్
rop,ROP
ropar,రోపర్
"rosa vista building, ghodbunder road, opp. suraj water park, waghbil naka, thane- 400607, maharashtra","రాస్ విస్టా భవనం, గడియారం రహదారి, అనువర్తనం. సూరజ్ వాటర్ పార్కు, బాగ్బిల్ నోస్, థానే -400607, మహారాష్ట్ర "
royal cancer institute & research centre,రాయల్ క్యాన్సర్ ఇన్స్టిట్యూట్ & రీసెర్చ్ సెంటర్
royal market,రాయల్ మార్కెట్
ruban memorial hospital(unit of ruban patliputra hospital pvt. ltd.),రూబన్ మెమోరియల్ హాస్పిటల్ (రబ్బాన్ పాట్లిపుత్ర హాస్పిటల్ ప్రెవేట్ యొక్క యూనిట్. Ltd.)
ruby general hospital ltd.,రూబీ జనరల్ హాస్పిటల్ లిమిటెడ్.
ruby hall clinic,రూబీ హాల్ క్లినిక్
"ruby hall clinic, wanowarie","రూబీ హాల్ క్లినిక్, వానోవారై "
rukmani birla hospital (a unit of the calcutta medical research institute),రుక్మనీ బిర్లా హాస్పిటల్ (కలకత్తా మెడికల్ రీసెర్చ్ ఇన్స్టిట్యూట్ యొక్క యూనిట్)
rummage.,రమ్మేజ్
rungta hospital,రుంగ్తా ఆసుపత్రి
rustum bagh,రుస్తుం బాగ్
"rz-37, palam colony, main road, opposite baghwala school, new delhi - 110045","RZ-37, పాలమ్ కాలనీ, మెయిన్ రోడ్, నేతృత్వంలో బాగ్ద్వాలా స్కూల్, న్యూఢిల్లీ - 110045 "
"s-549, greater kailash-2 , delhi - 110048","S-549, గ్రేటర్ కైలాష్ -2, ఢిల్లీ - 110048 "
s. a. s nagar,S. A. నగర్
s. g. road,ఎస్.జి.రోడ్
"s. l. minda memorial hospital, unit - moga devi minda charitable trust, adampur","S. L. మైండ్ మెమోరియల్ హాస్పిటల్, యూనిట్ - మోగా దేవి మైండ్ ఛారిటబుల్ ట్రస్ట్, యాముంపూర్ "
s.a.s nagar,S.A.S నగర్
s.a.s. nagar,S.A.S నగర్
s.g. highway,S.G. హైవే
s.l. raheja (a fortis associate) hospital,క్ర.సం. రాహేజా (ఒక ఫోర్టిస్ అసోసియేట్) హాస్పిటల్
"s.no. 679, near haridarshan cross road, naroda, ahmedabad  383325, gujarat","Sn. 679, హర్డెస్ క్రాస్ రోడ్, నరోడా, అహ్మదాబాద్ 383325, గుజరాత్ "
s.p. road,ఎస్ .పి . రోడ్
s.r. kalla memorial gastro & general hospital,ఎస్.ఆర్. కల్లా మెమోరియల్ గ్యాస్ట్రో & జనరల్ ఆసుపత్రి
s.s. hospital,S.S. హాస్పిటల్
s.t. nagar,ఎస్.టి. నగర్
sa s nagar,S.A.S నగర్
sacred heart hospital,సేక్రేడ్ హార్ట్ ఆసుపత్రి
sadashiv peth,సదాశివ్ పేత్
sadbhavna hospital,మంచి విశ్వాసం ఆసుపత్రి
safdarjung enclave,సఫ్దార్జుంగ్ ఎన్క్లేవ్
sagar hospitals,సాగర్ ఆస్పత్రులు
sagar hospitals-dsi,సాగర్ హాస్పిటల్స్- DSI
sagrampura,సాగరాంపుర
sahaj hospitals pvt. ltd.,సహజ్ హాస్పిటల్స్ Pvt. Ltd.
sahakara nagar,సహకార నగర్
sahara hospital,సహారా ఆసుపత్రి
sahyadri narayana multispeciality hospital,సహ్యాద్రి నారాయణ మల్టీస్లిటీ హాస్పిటల్
sahyadri speciality hospital,సహ్యాద్రి స్పెషాలిటీ ఆసుపత్రి
"sahyadri speciality hospital, nagar road","సహ్యాద్రి స్పెషాలిటీ హాస్పిటల్, నగర్ రోడ్ "
"sahyadri super speciality hospital, hadapsar","సహ్యాద్రి సూపర్ స్పెషాలిటీ హాస్పిటల్, హడాప్సర్ "
"sahyog complex, delux char rasta,  nizampura, vadodara  390002, gujarat","సహకారం కాంప్లెక్స్, డిల్ప్స్ ఫోర్ రోడ్స్, నిజాంపూర్, వడోదర 390002, గుజరాత్ "
sai ram street bhavani nagar,సాయి రామ్ స్ట్రీట్ భవాని నగర్
sai sanjeevini hospitals,సాయి సంజీవిని ఆసుపత్రులు
sai vani super specialty hospital,సాయి వాణి సూపర్ స్పెషాలిటీ ఆసుపత్రి
saidapet,సైదాపేట్
"saifee hospital, maharishi karve marg","సైఫీ హాస్పిటల్, మహర్షి కార్వే "
"sainath hospital, pune","సైనాథ్ హాస్పిటల్, పుణె "
saishree hospital for special surgery,ప్రత్యేక శస్త్రచికిత్స కోసం సశ్రీ హాస్పిటల్
saket,సాకేత్
sakra world hospital,సక్రా ప్రపంచ ఆసుపత్రి
sal hospital & medical institute,సాల్ హాస్పిటల్ & మెడికల్ ఇన్స్టిట్యూట్
salarpur road,సాలార్పూర్ రోడ్
"salarpur road, near d.n college, kurukshetra  136118, haryana","సాలార్పూర్ రోడ్, D.N కాలేజ్ సమీపంలో, కురుక్షేత్ర 136118, హర్యానా "
salem,సలేం
salem bangalore highway,సలెం  బెంగళూరు హైవే
salokaya healthcare pvt. ltd.,హెల్త్కేర్ నిర్బంధ PVT. Ltd.
sama- savli road,కలిపి - ప్రఖ్యాత రహదారి
sampangi ram nagar,సంపంగి రామ్ నగర్
sampangiramanagar,సంపంగి రామ్ నగర్
sampath nagar,సంపత్ నగరం
sample colection,నమూనా సేకరణ
sample collection,నమూనా సేకరణ
sample collection centre for pathology examination,పాథాలజీ పరీక్ష కోసం నమూనా సేకరణ కేంద్రం
samrala road,సామ్రాహ రోడ్
"samsan nagar, maval, talegaon station, pune - 410507, maharashtra","శామ్సన్ నగర్, మావెల్, తాలాగాన్ స్టేషన్, పూణే - 410507, మహారాష్ట్ర "
samved medicare,సాంవేద్ మెడికేర్
samved medicare private limited,సాంవేద్ మెడికేర్ Pvt. Ltd.
samved orthopaedic hospital,సాంవేద్ ఆర్థోపెడిక్ ఆసుపత్రి
sanath nagar,సనత్నగర్
sanathnagar,సనత్నగర్
sancheti institute for orthopaedic and rehabilitation,సాంచెటి ఇన్స్టిట్యూట్ ఫర్ ఆర్థోపెడిక్ అండ్ రిహాబిలిటేషన్
sanganer,సంగనేర్
sanghamitra hospitals pvt. ltd.,సంఘంత్ర హాస్పిటల్స్ Pvt. Ltd.
sangli,సాంగ్
sangli kolhapur road,సంగ్లి కొల్హాపూర్ రోడ్
sanjay nagar,సంజయ్ నగర్
sanjeev bansal cygnus hospital,సంజీవ్ బన్సాల్ సినాస్ హాస్పిటల్
"sanjeev co-operative housing colony,  east marredpally, mahendrahills, secunderabad  500026, telangana","సంజీవ్ కో-ఆపరేటివ్ హౌసింగ్ కాలనీ, ఈస్ట్ మార్రేపల్లి, మహేంద్రబల్లు, సికింద్రాబాద్ 500026, తెలంగాణ "
sanjeevan hospital,సంజీవన్ హాస్పిటల్
sanjivani hospital,సంజీవాని ఆసుపత్రి
sankara eye hospital,శంకర ఐ ఆసుపత్రి
sankara nethralaya ( main campus ),శంకర నేత్రాలయ (ప్రధాన ప్రాంగణం)
sanpada,సంస్పడ
sant hirdaram nagar,సెయింట్ హరియం నగర్
"sant kutiya, bairagarh, bhopal  462030, madhya pradesh","శాంటా కొట్టితీ, బర్గఢ్, భోపాల్ 462030, మధ్యప్రదేశ్ "
sant parmanand hospital,శాంతి పర్మానండ్ హాస్పిటల్
santevita hospital,శాంతెవిత హాస్పిటల్
santokba durlabhji memorial hospital cum medical research institute,సంతోక్బా దుర్లాబ్జీ మెమోరియల్ హాస్పిటల్ కమ్ మెడికల్ రీసెర్చ్ ఇన్స్టిట్యూట్
santom hospital,సెయింట్స్ హాస్పిటల్
sapra multispeciality hospital,ఏదో multispeciality ఆసుపత్రి
sarabha nagar,సారాభ నగర్
sarakshi netralaya,సర్కశీ నేత్రాలయా
saraswati mission hospital,సరస్వతి మిషన్ హాస్పిటల్
sardar patel marg,సర్దార్ పటేల్ మార్గ్
sardar patel nagar,సర్దార్ పటేల్ నగర్
"sardar patel statue corner, stadium road, ahmedabad  380014, gujarat","సర్దార్ పటేల్ విగ్రహం కార్నర్, స్టేడియం రోడ్, అహ్మదాబాద్ 380014, గుజరాత్ "
sardar vallabh bhai patel ward,సర్దార్ వల్లభ్ బ్రదర్ పటేల్ వార్డ్
sargasan,సర్గ్సన్
saroj super speciality hospital,సరోజ్ సూపర్ స్పెషాలిటీ ఆసుపత్రి
sarojini nagar,సరోజినీ నగర్
saroli,నేను అక్కడ ఉంటాను
